experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: direct
  prompt structure: interleaved

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
140 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether or not the person holding the remote is looking directly at the camera. \n\n*   **cat_2 (first 6 images):** In all these images, the person holding the remote is looking directly at the camera.\n*   **cat_1 (next 6 images):** In all these images, the person holding the remote is *not* looking directly at the camera.\n\nThe test image shows a man looking directly at the camera while holding a remote. Therefore, it belongs to cat_2.']'
141 | expected:'cat_1' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the person holding the remote is looking at the remote. In all the images of `cat_2`, the person is looking at the remote. In all the images of `cat_1`, the person is not looking at the remote. The test image shows the baby looking at the remote. Therefore, it belongs to `cat_2`.']'
142 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the person in the image is holding a paper or not. \n\n* **cat_2 (first 6 images):** All images show a person holding a piece of paper.\n* **cat_1 (next 6 images):** None of these images show a person holding a piece of paper.\n\nThe test image shows a person holding an apple and *not* holding a piece of paper. Therefore, it belongs to cat_2.']'
143 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
144 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
145 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
146 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the people in the image are sitting upright on the bench. \n\n*   **cat_2 images** consistently show people sitting upright on the bench, often interacting with each other or engaged in activities like reading.\n*   **cat_1 images** show people lying down on the bench, or in unusual positions that are not typical of sitting.\n\nThe test image shows two people sitting upright on a bench. Therefore, it follows the rule of cat_2.']'
147 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
148 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
149 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
150 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
151 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
152 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the people in the image are sitting and facing each other. \n\n*   **cat_2 images** all show two or more people sitting on a bench or similar seating, and they are facing each other, engaged in some form of interaction (talking, reading together, etc.).\n*   **cat_1 images** show people either walking, lying down, or sitting alone without a clear interaction with another person.\n\nThe test image shows four people sitting on a bench and facing each other. Therefore, it follows the rule for cat_2.']'
153 | expected:'cat_1' | got='cat_1 | full: [" cat_1\n\n**Reasoning:**\n\nThe rule appears to be whether the people in the image are sitting *facing* each other. \n\n*   **cat_2 images** consistently show two or more people sitting on a bench or similar seating, and they are facing each other, engaged in some form of interaction (talking, reading together, etc.).\n*   **cat_1 images** show people sitting or lying down, but *not* facing each other. They are either alone, walking by, or positioned in a way that doesn't involve direct interaction with another person on the same seating.\n\nThe test image shows a child sitting in a window. There is no one else present to face. Therefore, it belongs to cat_1."]'
154 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
155 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
156 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
157 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
158 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
159 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
160 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
161 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
162 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
163 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
164 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
165 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
166 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
167 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
168 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the person is lying on a chair that is designed to recline. The first six images (cat_2) all show people lying on reclining chairs, often with adjustable backs and sometimes with footrests. The next six images (cat_1) show people sitting on regular chairs, or chairs that do not have a reclining feature.\n\nThe test image shows people lying on reclining chairs on a beach. Therefore, it follows the rule for cat_2.']'
169 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
170 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
171 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
172 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
173 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
174 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
175 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
176 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
177 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
178 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
179 | expected:'cat_1' | got='cat_1 | full: [' cat_1\n\n**Reasoning:**\n\nThe rule appears to be whether the hand is *using* the mouse with a laptop/keyboard or simply *holding* the mouse. \n\n* **cat_2 (first 6 images):**  All show a hand actively using a mouse *with* a laptop or keyboard. The focus is on the interaction with the computer.\n* **cat_1 (next 6 images):** All show a hand simply holding a mouse, often in a posed or unusual way, and not actively interacting with a computer.\n\nThe test image shows a person holding a mouse and looking at the camera. The hand is not interacting with a keyboard or laptop. Therefore, it belongs to cat_1.']'
180 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
181 | expected:'cat_1' | got='cat_1 | full: [" cat_1\n\n**Reasoning:**\n\nThe rule appears to be whether the person is directly smelling/touching the apple with their mouth or face. \n\n* **cat_2 (first 6 images):** All images show a person with an apple very close to their mouth, as if they are about to take a bite or smelling it.\n* **cat_1 (next 6 images):** These images show people biting into an apple, peeling an apple, or holding an apple away from their face.\n\nThe test image shows a person holding a child in an apple orchard. There is no direct interaction between the person's mouth/face and the apple. Therefore, it belongs to cat_1."]'
182 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
183 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
184 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
185 | expected:'cat_1' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the person in the image is taking a selfie while brushing their teeth. \n\n* **cat_2 images** all show individuals taking a selfie (using a camera or phone) while brushing their teeth.\n* **cat_1 images** show individuals brushing their teeth, but not taking a selfie.\n\nThe test image shows a child holding a toothbrush and smiling towards the camera, which appears to be a selfie. Therefore, it belongs to cat_2.']'
186 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
187 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
188 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
189 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
190 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
191 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
192 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
193 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
194 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
195 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
196 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
197 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
198 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
199 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
---------------------------------------
Summary for Split 'test_unseen_obj_unseen_act':
 results: {'correct': {'cat_1': 69, 'cat_2': 79}, 'incorrect': {'cat_1': 31, 'cat_2': 21}}
 accuracy: 74.00%

---------------------------------------
