experiment run details:
  dataset: hoi
  model: phi hoi None
  path: /gpfs/mariana/home/envomp/bongard/hake/
---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.009539052844047546, max_false: -0.007987726479768753, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.018274832516908646, max_false: 0.0020015446934849024, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.009371204301714897, max_false: -0.008436924777925014, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.033603668212890625, max_false: -0.008975391276180744, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.014433352276682854, max_false: -0.016309037804603577, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0008385228575207293, max_false: 0.015408541075885296, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.009005374275147915, max_false: -0.004510113969445229, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.007484160363674164, max_false: -0.01526295393705368, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.000980716198682785, max_false: 0.004155264236032963, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.03572049364447594, max_false: 0.029200304299592972, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.018821699544787407, max_false: -0.0012771622277796268, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.03000572696328163, max_false: -0.027373038232326508, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0032637184485793114, max_false: -0.011308461427688599, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.042786743491888046, max_false: 0.009368037804961205, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.018136117607355118, max_false: -0.009439683519303799, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.012968635186553001, max_false: -0.016505811363458633, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.03601531311869621, max_false: 0.027938924729824066, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.02706943452358246, max_false: -0.0158389862626791, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.023061318323016167, max_false: -0.01922646164894104, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.005154529586434364, max_false: 0.01085120439529419, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.009756696410477161, max_false: 0.03554946184158325, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.021156685426831245, max_false: -0.022377466782927513, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.006735026370733976, max_false: 0.003564851824194193, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.006251366343349218, max_false: -0.016378063708543777, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.012088747695088387, max_false: 0.02488727495074272, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.007928753271698952, max_false: -0.0036358926445245743, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.004545493051409721, max_false: -0.002913431264460087, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.014795595780014992, max_false: 0.028895776718854904, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.001573661109432578, max_false: -0.02154887281358242, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.018530668690800667, max_false: 0.04484602436423302, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0045318519696593285, max_false: 0.02426082268357277, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.03217102587223053, max_false: -0.005753103643655777, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.009575040079653263, max_false: 0.039654690772295, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.029600346460938454, max_false: 0.029619187116622925, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.010496322065591812, max_false: 0.002113678492605686, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0037963073700666428, max_false: -0.0030046759638935328, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.018298186361789703, max_false: 0.009089595638215542, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.004443992394953966, max_false: -0.02036624774336815, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.02394135482609272, max_false: -0.027401648461818695, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.02645372413098812, max_false: 0.02135401964187622, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.02975703403353691, max_false: -0.017729757353663445, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.010187842883169651, max_false: -0.02632731944322586, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.002522967057302594, max_false: 0.006746819708496332, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.017990490421652794, max_false: -1.2982637599634472e-05, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.013556557707488537, max_false: -0.022824037820100784, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.009314168244600296, max_false: -0.008422864601016045, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.000843944086227566, max_false: 0.02159266546368599, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0160413458943367, max_false: 0.02427169308066368, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.019194377586245537, max_false: -0.00815852452069521, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.009096029214560986, max_false: -0.02727847918868065, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -8.063391760515515e-06, max_false: 0.010772785171866417, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0019606587011367083, max_false: 0.009388218633830547, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.018878862261772156, max_false: -0.007941857911646366, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0003774045326281339, max_false: 0.00844400655478239, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.027121873572468758, max_false: -0.005174420308321714, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.004332026932388544, max_false: 0.00033548008650541306, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.00902604591101408, max_false: 0.02258184179663658, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.013996441848576069, max_false: -0.008868714794516563, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.011372578330338001, max_false: -0.03164224326610565, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0173921138048172, max_false: 0.0044733756221830845, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.00382553250528872, max_false: -0.017865899950265884, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0022134718019515276, max_false: 0.010646987706422806, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0026060736272484064, max_false: 0.003988230600953102, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0004229917540214956, max_false: 0.017037592828273773, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.02548377774655819, max_false: -0.0027895416133105755, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.007902721874415874, max_false: 0.002494215499609709, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.005185657646507025, max_false: -0.03847445920109749, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.015827054157853127, max_false: 0.022966522723436356, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.014623388648033142, max_false: 0.035529427230358124, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.01846485026180744, max_false: 0.010668487288057804, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0373430959880352, max_false: -0.011202014051377773, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.017491651698946953, max_false: -0.0012183422222733498, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.015089488588273525, max_false: 0.02951478399336338, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.029759718105196953, max_false: -0.012833557091653347, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.018345102667808533, max_false: -0.03503333777189255, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.029049357399344444, max_false: -0.011583271436393261, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.009153745137155056, max_false: 0.008580587804317474, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0037527403328567743, max_false: 0.03174268826842308, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.01192106306552887, max_false: 0.0017894377233460546, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.025951512157917023, max_false: -0.028979463502764702, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.03345198184251785, max_false: -0.005487557966262102, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.000580832886043936, max_false: -0.019372278824448586, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.048051584511995316, max_false: 0.024111667647957802, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.025129277259111404, max_false: 0.022084539756178856, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.008147051557898521, max_false: 0.004184892866760492, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.014888900332152843, max_false: 0.013909777626395226, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.03443083167076111, max_false: 0.008604684844613075, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.018959611654281616, max_false: 0.0070777274668216705, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.009110664948821068, max_false: 0.02103101834654808, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.018150998279452324, max_false: 0.013414187356829643, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.006177935283631086, max_false: -0.0016272974899038672, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.013704582117497921, max_false: 0.02280915156006813, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.002114236820489168, max_false: -0.024994133040308952, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.008054661564528942, max_false: 0.016627607867121696, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0023014775943011045, max_false: 0.03338862955570221, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.02547529898583889, max_false: -0.03155071660876274, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0007026289240457118, max_false: 0.013354536145925522, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0025157276540994644, max_false: 0.028900818899273872, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.015851998701691628, max_false: 0.008043392561376095, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.022569535300135612, max_false: -0.042713746428489685, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.011248468421399593, max_false: -0.015260671265423298, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.010883774608373642, max_false: -0.015927672386169434, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.02577202580869198, max_false: 0.02954644151031971, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.024447474628686905, max_false: -0.03257426619529724, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.01067290734499693, max_false: 0.018280163407325745, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.010834218002855778, max_false: 0.0070577505975961685, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.03919978439807892, max_false: 0.0026568020693957806, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.011277985759079456, max_false: -0.0025340188294649124, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.010885502211749554, max_false: -0.006138252560049295, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.00391041487455368, max_false: -0.019053615629673004, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.013319116085767746, max_false: 0.03794965147972107, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.01581375114619732, max_false: -0.0058922115713357925, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.004783919081091881, max_false: 0.0237280260771513, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.035452306270599365, max_false: -0.026349004358053207, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.010465003550052643, max_false: -0.007765370421111584, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.012156812474131584, max_false: 0.0015662377700209618, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.02438249997794628, max_false: -0.025607995688915253, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.007503180764615536, max_false: 0.0016661069821566343, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.048787690699100494, max_false: -0.02797646075487137, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.019587814807891846, max_false: -0.007006652653217316, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.011136269196867943, max_false: 0.002714188303798437, correct: True
---------------------------------------
Summary for Split 'test_unseen_obj_unseen_act':
 results: {'correct': {'cat_1': 208, 'cat_2': 181}, 'incorrect': {'cat_1': 192, 'cat_2': 219}}
 accuracy: 48.62%

---------------------------------------
